Datum/Zeit,         Temp1,          Temp2,          Druck1,         Druck2
20220906_071017,   25.6,       25.8,      991.1089833994952,    991.5191047275305
20220906_071019,   25.6,       25.79,      991.0875881052726,    991.5626345240919
20220906_071020,   25.6,       25.8,      991.0516266937267,    991.5451332783398
20220906_071022,   25.6,       25.8,      991.104951303184,    991.5799124270435
20220906_071024,   25.6,       25.79,      991.0035698846472,    991.5323426166939
20220906_071025,   25.6,       25.79,      991.0302319234829,    991.54535674113
20220906_071027,   25.6,       25.79,      991.0035698846472,    991.536606162903
20220906_071029,   25.6,       25.79,      991.0556585731308,    991.5323426166939
20220906_071030,   25.59,       25.79,      991.1024640893941,    991.5843991494506
20220906_071032,   25.6,       25.8,      991.0342637372155,    991.592926675467
20220906_071034,   25.59,       25.79,      991.0665032083599,    991.5414211176793
20220906_071035,   25.6,       25.79,      991.0609259089974,    991.550171560872
20220906_071037,   25.6,       25.79,      991.0568939868118,    991.550171560872
20220906_071039,   25.6,       25.79,      991.0435629520857,    991.5414211176793
20220906_071041,   25.6,       25.78,      991.0968871277292,    991.5328939559668
20220906_071042,   25.59,       25.79,      991.0131792819233,    991.5583708714016
20220906_071044,   25.59,       25.78,      991.0931652083173,    991.558921911093
20220906_071046,   25.59,       25.79,      991.049140306386,    991.537157532986
20220906_071047,   25.58,       25.78,      991.0373547526772,    991.558921911093
20220906_071049,   25.59,       25.78,      991.0624712429532,    991.558921911093
20220906_071051,   25.59,       25.78,      991.0280558209638,    991.4895886574169
20220906_071053,   25.59,       25.78,      991.0358093759418,    991.5377086632202
20220906_071054,   25.6,       25.78,      990.9902388744141,    991.5377086632202
20220906_071056,   25.59,       25.79,      990.9917849327969,    991.5674492857673
20220906_071058,   25.58,       25.79,      991.0240239807409,    991.537157532986
20220906_071059,   25.59,       25.79,      990.974732577544,    991.5843991494506
20220906_071101,   25.58,       25.79,      991.0373547526772,    991.550171560872
20220906_071103,   25.58,       25.78,      991.0333228639522,    991.5416443080263
20220906_071105,   25.59,       25.79,      991.0013941870078,    991.5804633785643
20220906_071106,   25.58,       25.78,      990.9840317016705,    991.5676721683423
20220906_071108,   25.58,       25.79,      990.9896091409988,    991.5804633785643
20220906_071110,   25.58,       25.78,      991.0066614346556,    991.5719358974088
20220906_071111,   25.57,       25.78,      991.0348679412127,    991.558921911093
20220906_071113,   25.58,       25.78,      991.0255692478785,    991.5459079306123
20220906_071115,   25.58,       25.78,      991.0029397964079,    991.5937000519986
20220906_071117,   25.58,       25.79,      991.0333228639522,    991.6022277307684
20220906_071118,   25.58,       25.78,      990.9989080271442,    991.5416443080263
20220906_071120,   25.58,       25.78,      991.0333228639522,    991.5676721683423
20220906_071122,   25.58,       25.78,      991.0640163149186,    991.5719358974088
20220906_071124,   25.58,       25.78,      990.9973624552377,    991.5594727109382
20220906_071125,   25.58,       25.78,      991.01223863445,    991.5198799871564
20220906_071127,   25.58,       25.77,      991.0599843177406,    991.5291814552409
20220906_071129,   25.59,       25.78,      991.0147250009244,    991.558921911093
20220906_071131,   25.58,       25.78,      991.0640163149186,    991.5459079306123
20220906_071132,   25.59,       25.78,      991.0280558209638,    991.4986670639449
20220906_071134,   25.59,       25.78,      991.0317775247115,    991.563736425246
20220906_071136,   25.58,       25.78,      991.0162704579396,    991.546458880248
20220906_071138,   25.58,       25.78,      991.0522304931042,    991.5416443080263
20220906_071139,   25.57,       25.78,      991.0215373758875,    991.5459079306123
20220906_071141,   25.58,       25.79,      991.01223863445,    991.5674492857673
20220906_071143,   25.58,       25.78,      991.0333228639522,    991.558921911093
20220906_071145,   25.58,       25.78,      991.0829238574428,    991.5204312363729
20220906_071146,   25.58,       25.78,      990.9840317016705,    991.5676721683423
20220906_071148,   25.59,       25.78,      991.0680483178205,    991.4856532091902
20220906_071150,   25.59,       25.78,      991.0147250009244,    991.5156164710513
20220906_071152,   25.58,       25.79,      991.0640163149186,    991.5111294947201
20220906_071153,   25.58,       25.78,      990.9840317016705,    991.5459079306123
20220906_071155,   25.58,       25.78,      991.0066614346556,    991.5328939559668
20220906_071157,   25.59,       25.79,      990.9880633792144,    991.5414211176793
20220906_071159,   25.59,       25.78,      991.0413866471264,    991.5328939559668
20220906_071200,   25.58,       25.79,      990.9573702129051,    991.5241435109352
20220906_071202,   25.59,       25.79,      990.9651232354694,    991.5241435109352
20220906_071204,   25.59,       25.79,      991.0680483178205,    991.5023789093118
20220906_071206,   25.59,       25.79,      990.9691548155678,    991.5544351988055
20220906_071207,   25.59,       25.78,      991.0147250009244,    991.480838115737
20220906_071209,   25.59,       25.79,      990.9880633792144,    991.550171560872
20220906_071211,   25.59,       25.79,      990.9917849327969,    991.536606162903
20220906_071213,   25.59,       25.79,      990.9691548155678,    991.519328498093
20220906_071214,   25.59,       25.78,      990.9880633792144,    991.5594727109382
20220906_071216,   25.59,       25.79,      990.9958166213479,    991.5713850075084
20220906_071218,   25.59,       25.78,      991.0131792819233,    991.563736425246
20220906_071220,   25.59,       25.78,      990.9998483156221,    991.5068660241814
20220906_071221,   25.6,       25.78,      991.0035698846472,    991.5198799871564
20220906_071223,   25.59,       25.78,      991.0813791623523,    991.5068660241814
20220906_071225,   25.58,       25.79,      990.9440394777068,    991.5284070423882
20220906_071227,   25.59,       25.79,      991.0280558209638,    991.4851014797952
20220906_071228,   25.59,       25.78,      991.018446654617,    991.4765747593525
20220906_071230,   25.59,       25.78,      990.9651232354694,    991.4938520670416
20220906_071232,   25.59,       25.78,      990.9917849327969,    991.428782368871
20220906_071234,   25.59,       25.79,      990.9784540810715,    991.4590734882113
20220906_071235,   25.59,       25.78,      991.0147250009244,    991.4678241702677
20220906_071237,   25.59,       25.79,      991.0051157906454,    991.519328498093
20220906_071239,   25.59,       25.79,      990.9480709925724,    991.5023789093118
20220906_071240,   25.59,       25.79,      990.9691548155678,    991.5235919910617
20220906_071242,   25.58,       25.79,      990.9840317016705,    991.5583708714016
20220906_071244,   25.59,       25.79,      991.0147250009244,    991.536606162903
20220906_071245,   25.58,       25.79,      991.0106932149278,    991.4590734882113
20220906_071247,   25.58,       25.79,      990.9707009542263,    991.536606162903
20220906_071249,   25.58,       25.79,      991.0106932149278,    991.5023789093118
20220906_071251,   25.59,       25.79,      990.9880633792144,    991.5496203405797
20220906_071252,   25.59,       25.79,      991.0013941870078,    991.537157532986
20220906_071254,   25.59,       25.79,      990.9917849327969,    991.5284070423882
20220906_071256,   25.58,       25.79,      991.0066614346556,    991.5323426166939
20220906_071257,   25.59,       25.79,      990.9824857153964,    991.4981154843399
20220906_071259,   25.59,       25.79,      991.0051157906454,    991.4851014797952
20220906_071301,   25.59,       25.78,      991.049140306386,    991.5286303866212
20220906_071303,   25.58,       25.78,      990.9933307291917,    991.480838115737
20220906_071304,   25.59,       25.78,      990.9880633792144,    991.5068660241814
20220906_071306,   25.59,       25.78,      991.0280558209638,    991.5156164710513
20220906_071308,   25.59,       25.78,      990.9517923959901,    991.5328939559668
20220906_071309,   25.59,       25.79,      991.0013941870078,    991.5111294947201
20220906_071311,   25.59,       25.78,      990.9917849327969,    991.5068660241814
20220906_071313,   25.59,       25.79,      990.9517923959901,    991.537157532986
20220906_071315,   25.58,       25.79,      991.0106932149278,    991.5544351988055
20220906_071316,   25.58,       25.79,      991.0506855307364,    991.5544351988055
20220906_071318,   25.59,       25.79,      991.0280558209638,    991.5323426166939
20220906_071320,   25.59,       25.78,      991.049140306386,    991.4895886574169
20220906_071321,   25.59,       25.79,      990.9880633792144,    991.5284070423882
20220906_071323,   25.59,       25.78,      991.018446654617,    991.5198799871564
20220906_071325,   25.59,       25.79,      991.0224784516207,    991.4720874810856
20220906_071327,   25.59,       25.79,      990.974732577544,    991.4981154843399
20220906_071328,   25.59,       25.79,      991.0624712429532,    991.5241435109352
20220906_071330,   25.59,       25.79,      991.0147250009244,    991.5023789093118
20220906_071332,   25.58,       25.8,      991.0106932149278,    991.5408697167851
20220906_071333,   25.58,       25.79,      990.9933307291917,    991.519328498093
20220906_071335,   25.58,       25.8,      990.9896091409988,    991.5581475624978
20220906_071337,   25.59,       25.79,      991.0051157906454,    991.4981154843399
20220906_071338,   25.58,       25.79,      990.9840317016705,    991.5626345240919
20220906_071340,   25.59,       25.8,      991.0013941870078,    991.5278554917033
20220906_071342,   25.59,       25.79,      990.9824857153964,    991.5496203405797
20220906_071344,   25.59,       25.79,      991.0317775247115,    991.5583708714016
20220906_071345,   25.6,       25.79,      990.9902388744141,    991.537157532986
20220906_071347,   25.6,       25.79,      991.0169009010034,    991.5284070423882
20220906_071349,   25.59,       25.79,      990.9998483156221,    991.537157532986
20220906_071351,   25.59,       25.79,      990.9998483156221,    991.5544351988055
20220906_071352,   25.59,       25.8,      991.0147250009244,    991.5668981844552
20220906_071354,   25.58,       25.79,      991.0240239807409,    991.5626345240919
20220906_071356,   25.6,       25.79,      991.0169009010034,    991.5496203405797
20220906_071357,   25.6,       25.79,      991.0116333009286,    991.5756487134395
20220906_071359,   25.59,       25.8,      991.049140306386,    991.5273037011585
20220906_071401,   25.59,       25.8,      991.0091475334226,    991.5711618524912
20220906_071403,   25.6,       25.8,      991.0742570040734,    991.5408697167851
20220906_071404,   25.6,       25.8,      991.0209326605094,    991.4930762000632
20220906_071406,   25.6,       25.8,      991.0035698846472,    991.5663468432837
20220906_071408,   25.59,       25.8,      990.9998483156221,    991.5533324567396
20220906_071410,   25.6,       25.8,      990.976907870304,    991.5403180760312
20220906_071411,   25.59,       25.79,      991.0265102543476,    991.536606162903
20220906_071413,   25.59,       25.8,      991.0265102543476,    991.514841272457
20220906_071415,   25.6,       25.79,      991.0556585731308,    991.519328498093
20220906_071416,   25.6,       25.8,      990.9583088629245,    991.5233681902762
20220906_071418,   25.6,       25.8,      991.0342637372155,    991.4888128514706
20220906_071420,   25.6,       25.79,      990.989002677951,    991.536606162903
20220906_071422,   25.6,       25.8,      990.989002677951,    991.4930762000632
20220906_071423,   25.6,       25.8,      990.9583088629245,    991.5191047275305
20220906_071425,   25.61,       25.8,      991.0234183351271,    991.5451332783398
20220906_071427,   25.61,       25.8,      991.0100870579325,    991.5533324567396
20220906_071429,   25.61,       25.8,      991.0460490717056,    991.5493968475669
20220906_071430,   25.61,       25.8,      991.0578344550839,    991.5363825160038
20220906_071432,   25.61,       25.8,      991.0445030613603,    991.5278554917033
20220906_071434,   25.61,       25.81,      991.0100870579325,    991.531567178658
20220906_071436,   25.62,       25.8,      990.9818777121384,    991.5624111849656
20220906_071437,   25.61,       25.81,      991.0407814061202,    991.5966393775816
20220906_071439,   25.61,       25.81,      990.9793929568663,    991.531567178658
20220906_071441,   25.61,       25.81,      991.0193866073996,    991.531567178658
20220906_071443,   25.61,       25.81,      991.0141187371544,    991.531567178658
20220906_071444,   25.61,       25.8,      991.0141187371544,    991.6014542321745
20220906_071446,   25.61,       25.8,      991.0311716737601,    991.5363825160038
20220906_071448,   25.62,       25.8,      990.9936622100632,    991.5493968475669
20220906_071449,   25.62,       25.81,      991.0336569559589,    991.5531086912655
20220906_071451,   25.61,       25.81,      991.0311716737601,    991.531567178658
20220906_071453,   25.62,       25.81,      991.0352034182102,    991.5185527563801
20220906_071455,   25.62,       25.8,      991.0125721946445,    991.5533324567396
20220906_071456,   25.61,       25.81,      991.0311716737601,    991.5049859791262
20220906_071458,   25.61,       25.81,      991.0007874118568,    991.5140651049875
20220906_071500,   25.61,       25.81,      990.9700932630898,    991.5358306638286
20220906_071502,   25.61,       25.81,      991.032717836491,    991.5098017186272
20220906_071503,   25.61,       25.8,      991.0045089169304,    991.5103538703842
20220906_071505,   25.61,       25.81,      991.0007874118568,    991.505538339938
20220906_071507,   25.61,       25.81,      991.0007874118568,    991.5830734640617
20220906_071509,   25.61,       25.81,      990.9967557868615,    991.4664951256252
20220906_071510,   25.62,       25.81,      990.995209129471,    991.5575960407206
20220906_071512,   25.61,       25.81,      991.0193866073996,    991.5185527563801
20220906_071514,   25.61,       25.81,      991.0234183351271,    991.5878886242597
20220906_071516,   25.61,       25.81,      991.0060553844319,    991.5618596323728
20220906_071518,   25.61,       25.81,      990.9927241675873,    991.5098017186272
20220906_071519,   25.61,       25.8,      990.9927241675873,    991.5103538703842
20220906_071521,   25.61,       25.8,      991.0007874118568,    991.5493968475669
20220906_071523,   25.61,       25.81,      991.032717836491,    991.5575960407206
20220906_071525,   25.6,       25.81,      991.024964425738,    991.5445816067714
20220906_071526,   25.61,       25.8,      990.9793929568663,    991.4930762000632
20220906_071528,   25.6,       25.8,      990.9623403627428,    991.5754255281997
20220906_071530,   25.6,       25.79,      991.0023338447404,    991.4933002783976
20220906_071532,   25.6,       25.8,      990.9942705254672,    991.5884398772694
20220906_071533,   25.6,       25.8,      991.0302319234829,    991.4757986497306
20220906_071535,   25.61,       25.8,      991.0193866073996,    991.4930762000632
20220906_071537,   25.6,       25.8,      991.0516266937267,    991.5754255281997
20220906_071539,   25.59,       25.79,      990.9598554534577,    991.510577825056
20220906_071540,   25.59,       25.79,      991.0131792819233,    991.5583708714016
20220906_071542,   25.59,       25.79,      991.0013941870078,    991.5153929729324
20220906_071544,   25.59,       25.79,      991.0051157906454,    991.4851014797952
20220906_071546,   25.59,       25.79,      990.9784540810715,    991.5284070423882
20220906_071547,   25.59,       25.79,      991.018446654617,    991.5756487134395
20220906_071549,   25.59,       25.79,      990.9917849327969,    991.5804633785643
20220906_071551,   25.59,       25.78,      990.9917849327969,    991.558921911093
20220906_071553,   25.59,       25.79,      991.049140306386,    991.5241435109352
20220906_071554,   25.59,       25.78,      991.0265102543476,    991.5416443080263
20220906_071556,   25.6,       25.79,      991.0475948200449,    991.5414211176793
20220906_071558,   25.59,       25.79,      990.9865173554442,    991.5241435109352
20220906_071600,   25.6,       25.79,      991.015665017653,    991.5323426166939
20220906_071602,   25.59,       25.79,      991.0051157906454,    991.54535674113
20220906_071603,   25.6,       25.79,      991.0382955566706,    991.5804633785643
20220906_071605,   25.6,       25.78,      991.0076015899265,    991.5328939559668
20220906_071607,   25.6,       25.79,      991.0209326605094,    991.4802861773029
20220906_071609,   25.6,       25.79,      991.0382955566706,    991.5414211176793
20220906_071610,   25.6,       25.79,      990.9635768723174,    991.563185594593
20220906_071612,   25.6,       25.79,      991.0209326605094,    991.5583708714016
20220906_071614,   25.59,       25.79,      990.9998483156221,    991.5241435109352
20220906_071616,   25.6,       25.79,      991.0435629520857,    991.4975636648855
20220906_071618,   25.6,       25.79,      990.9849710696799,    991.5843991494506
20220906_071619,   25.6,       25.79,      990.9676084149178,    991.5583708714016
20220906_071621,   25.6,       25.78,      990.9902388744141,    991.5156164710513
20220906_071623,   25.6,       25.79,      991.0035698846472,    991.5674492857673
20220906_071625,   25.6,       25.78,      991.0035698846472,    991.5068660241814
20220906_071626,   25.6,       25.79,      991.0169009010034,    991.5063143853275
20220906_071628,   25.6,       25.79,      990.9809394671308,    991.5153929729324
20220906_071630,   25.59,       25.79,      990.9731864013894,    991.5153929729324
20220906_071632,   25.6,       25.8,      991.0116333009286,    991.5408697167851
20220906_071633,   25.59,       25.79,      990.9731864013894,    991.5323426166939
20220906_071635,   25.6,       25.79,      990.976907870304,    991.5235919910617
20220906_071637,   25.6,       25.79,      991.0035698846472,    991.54535674113
20220906_071639,   25.59,       25.79,      990.9691548155678,    991.519328498093
20220906_071641,   25.59,       25.79,      990.9998483156221,    991.4933002783976
20220906_071642,   25.59,       25.79,      990.9614017819969,    991.5235919910617
20220906_071644,   25.59,       25.79,      990.9651232354694,    991.536606162903
20220906_071646,   25.59,       25.79,      990.9731864013894,    991.4975636648855
20220906_071648,   25.59,       25.8,      990.9731864013894,    991.506090460879
20220906_071650,   25.6,       25.79,      990.9369148947138,    991.5063143853275
20220906_071651,   25.6,       25.8,      991.0116333009286,    991.5103538703842
20220906_071653,   25.6,       25.8,      990.9623403627428,    991.5103538703842
20220906_071655,   25.6,       25.8,      991.0023338447404,    991.5538839477024
20220906_071657,   25.6,       25.8,      990.9809394671308,    991.5233681902762
20220906_071659,   25.6,       25.8,      990.9983021822425,    991.506090460879
20220906_071700,   25.6,       25.8,      991.0342637372155,    991.4843252481069
20220906_071702,   25.59,       25.8,      990.9865173554442,    991.4452823584576
20220906_071704,   25.6,       25.8,      991.0342637372155,    991.4973395563278
20220906_071706,   25.6,       25.8,      990.9756715172853,    991.5451332783398
20220906_071707,   25.6,       25.8,      991.0116333009286,    991.4973395563278
20220906_071709,   25.6,       25.8,      991.0116333009286,    991.5451332783398
20220906_071711,   25.6,       25.8,      990.9942705254672,    991.5451332783398
20220906_071713,   25.61,       25.81,      990.9927241675873,    991.531567178658
20220906_071715,   25.59,       25.81,      990.9731864013894,    991.5400941566704
20220906_071716,   25.6,       25.8,      990.9983021822425,    991.4800619450828
20220906_071718,   25.61,       25.8,      991.0193866073996,    991.5793612356631
20220906_071720,   25.61,       25.8,      990.9927241675873,    991.514841272457
20220906_071722,   25.6,       25.8,      990.9716399632405,    991.5363825160038
20220906_071724,   25.6,       25.8,      991.0289961966888,    991.5273037011585
20220906_071725,   25.6,       25.81,      991.0116333009286,    991.5445816067714
20220906_071727,   25.6,       25.81,      991.0209326605094,    991.5310151174283
20220906_071729,   25.6,       25.8,      990.989002677951,    991.5663468432837
20220906_071731,   25.6,       25.8,      991.015665017653,    991.5103538703842
20220906_071733,   25.6,       25.81,      991.0169009010034,    991.5575960407206
20220906_071734,   25.6,       25.81,      991.0342637372155,    991.5618596323728
20220906_071736,   25.6,       25.81,      991.0382955566706,    991.5185527563801
20220906_071738,   25.6,       25.8,      991.0475948200449,    991.5493968475669
20220906_071740,   25.6,       25.8,      991.0382955566706,    991.5663468432837
20220906_071742,   25.6,       25.8,      991.0169009010034,    991.5273037011585
20220906_071743,   25.6,       25.81,      991.0209326605094,    991.5836249261256
20220906_071745,   25.6,       25.81,      991.0835560746335,    991.5791377779627
20220906_071747,   25.59,       25.81,      991.0131792819233,    991.6181814517766
20220906_071749,   25.6,       25.8,      991.0568939868118,    991.5754255281997
20220906_071751,   25.6,       25.8,      991.0609259089974,    991.5663468432837
20220906_071753,   25.6,       25.8,      990.9676084149178,    991.5711618524912
20220906_071755,   25.6,       25.8,      991.0342637372155,    991.5793612356631
20220906_071756,   25.6,       25.8,      991.0875881052726,    991.605390037929
20220906_071758,   25.59,       25.81,      991.0398412328952,    991.6226682980007
20220906_071800,   25.59,       25.8,      991.079834205277,    991.5971904499846
20220906_071802,   25.59,       25.79,      990.9958166213479,    991.54535674113
20220906_071803,   25.59,       25.8,      991.0131792819233,    991.5711618524912
20220906_071805,   25.6,       25.8,      991.0516266937267,    991.6014542321745
20220906_071806,   25.6,       25.8,      991.0475948200449,    991.5754255281997
20220906_071808,   25.59,       25.8,      991.0265102543476,    991.5668981844552
20220906_071810,   25.58,       25.79,      991.0106932149278,    991.5804633785643
20220906_071812,   25.59,       25.79,      991.018446654617,    991.5496203405797
20220906_071813,   25.59,       25.8,      991.079834205277,    991.5884398772694
20220906_071815,   25.59,       25.79,      991.079834205277,    991.5886629086222
20220906_071817,   25.59,       25.79,      991.0265102543476,    991.5626345240919
20220906_071818,   25.6,       25.79,      991.0475948200449,    991.5626345240919
20220906_071820,   25.59,       25.8,      991.0265102543476,    991.506090460879
20220906_071822,   25.59,       25.8,      991.0358093759418,    991.506090460879
20220906_071823,   25.6,       25.8,      991.0516266937267,    991.6014542321745
20220906_071825,   25.6,       25.79,      991.0289961966888,    991.5496203405797
20220906_071827,   25.6,       25.81,      991.0649578369059,    991.5575960407206
20220906_071828,   25.61,       25.8,      991.0460490717056,    991.5273037011585
20220906_071830,   25.61,       25.81,      991.0900748129513,    991.5445816067714
20220906_071832,   25.61,       25.81,      991.032717836491,    991.5575960407206
20220906_071833,   25.61,       25.81,      991.0500809078865,    991.5488451451829
20220906_071835,   25.61,       25.81,      991.032717836491,    991.505538339938
20220906_071837,   25.61,       25.8,      991.0674440995801,    991.5451332783398
20220906_071839,   25.61,       25.81,      990.9834245219139,    991.5185527563801
20220906_071840,   25.6,       25.8,      991.0302319234829,    991.5273037011585
20220906_071842,   25.61,       25.81,      991.0311716737601,    991.5661232316965
20220906_071844,   25.6,       25.8,      991.0382955566706,    991.5663468432837
20220906_071845,   25.62,       25.81,      991.0352034182102,    991.5661232316965
20220906_071847,   25.61,       25.8,      991.0274500685757,    991.5012749689198
20220906_071849,   25.62,       25.82,      991.0392351683813,    991.6176302276604
20220906_071850,   25.61,       25.8,      991.0941068175342,    991.5493968475669
20220906_071852,   25.62,       25.81,      991.0392351683813,    991.6181814517766
20220906_071854,   25.61,       25.81,      991.0100870579325,    991.5445816067714
20220906_071855,   25.61,       25.81,      991.032717836491,    991.5661232316965
20220906_071857,   25.61,       25.81,      991.0007874118568,    991.5661232316965
20220906_071859,   25.61,       25.8,      990.9967557868615,    991.4752462600234
20220906_071901,   25.61,       25.79,      990.9911775477008,    991.5886629086222
20220906_071902,   25.61,       25.81,      991.0007874118568,    991.605166888003
20220906_071904,   25.61,       25.8,      991.0274500685757,    991.5493968475669
20220906_071906,   25.61,       25.8,      991.0060553844319,    991.5624111849656
20220906_071907,   25.61,       25.8,      991.0541127497886,    991.5711618524912
20220906_071909,   25.61,       25.8,      990.9911775477008,    991.5363825160038
20220906_071911,   25.61,       25.8,      991.0007874118568,    991.5273037011585
20220906_071912,   25.61,       25.8,      991.0311716737601,    991.5533324567396
20220906_071914,   25.61,       25.8,      991.0007874118568,    991.5403180760312
20220906_071916,   25.61,       25.8,      991.0407814061202,    991.5793612356631
20220906_071918,   25.61,       25.8,      991.0407814061202,    991.6014542321745
20220906_071919,   25.61,       25.81,      991.0007874118568,    991.5836249261256
20220906_071921,   25.61,       25.8,      991.0593803130438,    991.5493968475669
20220906_071923,   25.61,       25.8,      991.0460490717056,    991.5624111849656
20220906_071924,   25.61,       25.8,      991.0178402922834,    991.6014542321745
20220906_071926,   25.61,       25.8,      991.0445030613603,    991.5533324567396
20220906_071928,   25.62,       25.8,      991.0485348600373,    991.5538839477024
20220906_071929,   25.61,       25.81,      991.0941068175342,    991.5661232316965
20220906_071931,   25.61,       25.8,      991.0711658549312,    991.5754255281997
20220906_071933,   25.61,       25.81,      991.0311716737601,    991.5836249261256
