Datum/Zeit,         Temp1,          Temp2,          Druck1,         Druck2
20220906_133732,   27.04,       27.25,      990.5004574477456,    990.932502318288
20220906_133734,   27.03,       27.24,      990.4486152316147,    990.8766784923268
20220906_133736,   27.02,       27.24,      990.5474505028488,    991.0289407188689
20220906_133737,   27.02,       27.24,      990.7267554658233,    991.1942456970523
20220906_133739,   27.01,       27.23,      990.728351496844,    991.2118187308807
20220906_133740,   27.02,       27.23,      990.7761717848645,    991.2339755932579
20220906_133742,   27.01,       27.23,      990.7457362634409,    991.2118187308807
20220906_133744,   27.0,       27.22,      990.6497876380629,    991.1472045343975
20220906_133745,   27.01,       27.23,      990.617446663833,    991.1165883897021
20220906_133747,   27.0,       27.22,      990.6097079079342,    991.0559043268674
20220906_133748,   27.0,       27.21,      990.5882998343446,    991.0179803515549
20220906_133750,   27.0,       27.22,      990.5615802742839,    991.0173781736723
20220906_133752,   27.0,       27.21,      990.5882998343446,    991.0261648995473
20220906_133753,   27.0,       27.21,      990.5789640821403,    991.0131222510057
20220906_133755,   27.0,       27.22,      990.5615802742839,    991.0565062966593
20220906_133756,   27.0,       27.21,      990.5979450383273,    991.0522502142138
20220906_133758,   27.0,       27.21,      990.6056837629885,    991.0479941392742
20220906_133800,   27.0,       27.2,      990.5348607388228,    991.0616382681034
20220906_133801,   27.0,       27.21,      990.6056837629885,    991.0137243975696
20220906_133803,   27.0,       27.2,      990.5845852991436,    991.0877232117757
20220906_133805,   26.99,       27.2,      990.6206402979556,    991.0616382681034
20220906_133806,   26.99,       27.2,      990.5594630611064,    991.0361549221213
20220906_133808,   26.99,       27.2,      990.5461034927805,    991.0485958050589
20220906_133809,   26.98,       27.19,      990.5914934751451,    991.0188565970736
20220906_133811,   26.98,       27.19,      990.6238328781646,    991.0194580484774
20220906_133813,   26.97,       27.18,      990.7055843422822,    991.1674502509469
20220906_133814,   26.97,       27.18,      990.7723808190653,    991.2065764552241
20220906_133816,   26.97,       27.18,      990.7416373761001,    991.210833293954
20220906_133818,   26.97,       27.18,      990.7323029145475,    991.2244742086493
20220906_133819,   26.97,       27.17,      990.7493774460437,    991.1550076939996
20220906_133821,   26.97,       27.18,      990.6481228174474,    991.1501515763948
20220906_133823,   26.97,       27.17,      990.6040209558876,    991.0897982491562
20220906_133824,   26.96,       27.17,      990.61897564289,    991.0725000478385
20220906_133826,   26.96,       27.17,      990.56956392438,    991.0855418659667
20220906_133827,   26.96,       27.17,      990.6136653169191,    991.0248623108432
20220906_133829,   26.97,       27.18,      990.6481228174474,    991.0810127152098
20220906_133831,   26.96,       27.17,      990.5869471601595,    991.0030349889796
20220906_133832,   26.96,       27.17,      990.5161279262206,    991.007291045104
20220906_133834,   26.97,       27.16,      990.5773027112846,    990.9948502867743
20220906_133836,   26.96,       27.17,      990.6096409875655,    991.0897982491562
20220906_133837,   26.96,       27.17,      990.5829229392926,    990.9854634421505
20220906_133839,   26.96,       27.17,      990.5962819603545,    991.063714512242
20220906_133841,   26.96,       27.17,      990.5788987239872,    991.0855418659667
20220906_133842,   26.96,       27.18,      990.6096409875655,    991.0588577187083
20220906_133844,   26.96,       27.17,      990.6096409875655,    991.063714512242
20220906_133845,   26.97,       27.18,      990.6214044274617,    991.1240675877531
20220906_133847,   26.97,       27.18,      990.6655065300048,    991.1456227164966
20220906_133849,   26.97,       27.19,      990.7226587613369,    991.1629214534676
20220906_133850,   26.97,       27.18,      990.6922250653738,    991.1892776033114
20220906_133852,   26.97,       27.18,      990.6922250653738,    991.1195385265381
20220906_133854,   26.98,       27.19,      990.7173487973002,    991.1668506600105
20220906_133855,   26.97,       27.19,      990.6214044274617,    991.1146818704048
20220906_133857,   26.97,       27.19,      990.6291435585695,    991.0667693961364
20220906_133859,   26.98,       27.18,      990.5570359775526,    991.0239879531961
20220906_133900,   26.97,       27.19,      990.5452734252367,    991.0755553397379
20220906_133902,   26.98,       27.19,      990.5837547193489,    991.0449410994205
20220906_133904,   26.97,       27.18,      990.5987102991957,    991.01520200113
20220906_133905,   26.96,       27.18,      990.5201518758712,    990.9891179283842
20220906_133907,   26.96,       27.19,      990.4800747790889,    990.9803317883727
20220906_133909,   26.96,       27.17,      990.4185916017956,    990.776794953347
20220906_133910,   26.96,       27.18,      990.5788987239872,    991.0158031798846
20220906_133912,   26.96,       27.18,      990.5922576908057,    991.0288450752289
20220906_133914,   26.96,       27.17,      990.6230000209257,    991.1116255198041
20220906_133915,   26.95,       27.16,      990.5901385471806,    991.0339752037943
20220906_133917,   26.96,       27.16,      990.6019019082865,    991.0470168545215
20220906_133919,   26.94,       27.16,      990.5510389244309,    991.0036358324935
20220906_133920,   26.94,       27.16,      990.5510389244309,    991.0731001735568
20220906_133922,   26.94,       27.16,      990.5777561131576,    990.9775526785784
20220906_133924,   26.95,       27.16,      990.5858046892811,    991.0254628234165
20220906_133925,   26.94,       27.16,      990.6044733264795,    991.0124212850673
20220906_133927,   26.95,       27.16,      990.603497317669,    991.0339752037943
20220906_133929,   26.94,       27.16,      990.5206072406456,    991.0078919199207
20220906_133930,   26.94,       27.17,      990.5072487178733,    990.9726955933304
20220906_133932,   26.94,       27.16,      990.4538146882712,    990.9948502867743
20220906_133934,   26.94,       27.15,      990.5243217602994,    990.9262618307231
20220906_133935,   26.93,       27.16,      990.4992007167074,    991.0081651594055
20220906_133937,   26.94,       27.15,      990.4308118795249,    990.8738223977109
20220906_133939,   26.94,       27.14,      990.4097156069641,    990.8616574495412
20220906_133940,   26.93,       27.15,      990.4821279040698,    990.908690808869
20220906_133942,   26.93,       27.14,      990.5659928496281,    990.9614569896806
20220906_133943,   26.93,       27.15,      990.5181789011351,    990.9653855888625
20220906_133945,   26.93,       27.15,      990.571612227111,    991.0045093997417
20220906_133947,   26.93,       27.14,      990.5371567134869,    990.9875394260836
20220906_133948,   26.93,       27.14,      990.5542296336463,    990.9617301420529
20220906_133950,   26.92,       27.13,      990.5999234672322,    990.9405045688429
20220906_133951,   26.92,       27.13,      990.5691827272047,    990.9711152571647
20220906_133953,   26.92,       27.13,      990.7294808155757,    991.197067740327
20220906_133955,   26.92,       27.12,      990.7751729301449,    991.2015946665744
20220906_133956,   26.92,       27.13,      990.7294808155757,    991.2404479721165
20220906_133958,   26.91,       27.13,      990.7711477335655,    991.2101087573388
20220906_134000,   26.91,       27.13,      990.6509252899579,    991.0754423343512
20220906_134001,   26.91,       27.13,      990.6335426228292,    991.1188217613086
20220906_134003,   26.92,       27.14,      990.6148757984186,    991.066058796978
20220906_134004,   26.92,       27.13,      990.7484566800412,    991.0969963925071
20220906_134006,   26.91,       27.13,      990.6776413454999,    991.1230784451534
20220906_134008,   26.91,       27.13,      990.6108512527564,    991.0754423343512
20220906_134009,   26.92,       27.13,      990.6015177440718,    991.0144941174241
20220906_134011,   26.91,       27.12,      990.5533949661059,    990.9890120181926
20220906_134012,   26.91,       27.13,      990.4999633179202,    990.9580743988845
20220906_134014,   26.91,       27.12,      990.4999633179202,    990.9407775700097
20220906_134016,   26.91,       27.13,      990.5229644749918,    990.9753713476513
20220906_134017,   26.92,       27.13,      990.5120356530831,    991.0187503752006
20220906_134019,   26.92,       27.12,      990.52910834345,    990.9195523301458
20220906_134020,   26.92,       27.12,      990.548085588167,    990.958674420376
20220906_134022,   26.91,       27.13,      990.4906294731558,    991.0232787488811
20220906_134024,   26.92,       27.12,      990.5213695471043,    990.9668591741943
20220906_134025,   26.92,       27.12,      990.508011535795,    990.9456337177731
20220906_134027,   26.92,       27.13,      990.4853195404253,    990.9362486306154
20220906_134029,   26.91,       27.13,      990.4866054212443,    990.9492895304345
20220906_134030,   26.92,       27.12,      990.5197743558213,    990.9668591741943
20220906_134032,   26.92,       27.13,      990.7885310644191,    991.2231497802102
20220906_134033,   26.92,       27.13,      990.7869389213006,    991.2404479721165
20220906_134035,   26.92,       27.12,      990.8136555131135,    991.2107059635541
20220906_134037,   26.92,       27.13,      990.7561972497147,    991.2231497802102
20220906_134038,   26.92,       27.12,      990.6359734897632,    991.058144973416
20220906_134040,   26.92,       27.13,      990.6282338589136,    991.1057807853143
20220906_134041,   26.93,       27.13,      990.5772314226981,    991.0448323575308
20220906_134043,   26.92,       27.13,      990.6399981059412,    991.0357202726003
20220906_134045,   26.93,       27.14,      990.5905896713988,    991.0181506491227
20220906_134046,   26.92,       27.13,      990.6359734897632,    991.0357202726003
20220906_134048,   26.92,       27.13,      990.559848883859,    991.0405759932373
20220906_134050,   26.92,       27.13,      990.5921841386169,    991.0578733574853
20220906_134051,   26.92,       27.12,      990.6148757984186,    991.058144973416
20220906_134053,   26.92,       27.13,      990.5614436179208,    991.0144941174241
20220906_134054,   26.91,       27.12,      990.5723715511812,    990.9847558431601
20220906_134056,   26.91,       27.12,      990.5763959720825,    991.0499595026608
20220906_134058,   26.91,       27.12,      990.5590137219286,    991.0196216939921
20220906_134059,   26.9,       27.12,      990.5913477641909,    991.0499595026608
20220906_134101,   26.91,       27.11,      990.5189402710602,    991.0114364703317
20220906_134103,   26.9,       27.11,      990.6180632571064,    990.994139642051
20220906_134104,   26.9,       27.11,      990.6006809402229,    991.0153653742191
20220906_134106,   26.89,       27.11,      990.5755593216195,    991.0286774088033
20220906_134108,   26.88,       27.1,      990.5370807141294,    991.024421012586
20220906_134109,   26.89,       27.11,      990.5982497891963,    991.0417178919909
20220906_134111,   26.89,       27.1,      990.5982497891963,    991.0071242530747
20220906_134112,   26.88,       27.1,      990.6038675742886,    991.0292759838876
20220906_134114,   26.89,       27.1,      990.5982497891963,    991.0332050005586
20220906_134116,   26.89,       27.1,      990.5982497891963,    991.0553566564855
20220906_134117,   26.88,       27.1,      990.5597709647747,    991.0162356563773
20220906_134119,   26.88,       27.1,      990.5958183044553,    991.042316317257
20220906_134121,   26.88,       27.1,      990.6091755864452,    991.038059836502
20220906_134122,   26.87,       27.09,      990.6281501944165,    991.0556272623196
20220906_134124,   26.88,       27.09,      990.6132002728185,    991.0735217509932
20220906_134125,   26.87,       27.09,      990.5439826936731,    991.0213614076965
20220906_134127,   26.87,       27.09,      990.5536248737419,    991.0213614076965
20220906_134129,   26.87,       27.08,      990.5496003770984,    991.0480392980406
20220906_134130,   26.86,       27.07,      990.6005960526511,    990.996150273708
20220906_134132,   26.85,       27.07,      990.5565010375353,    990.9918938745261
20220906_134134,   26.85,       27.07,      990.5580935128651,    990.9618855965808
20220906_134135,   26.85,       27.07,      990.5527860476935,    991.0222298027406
20220906_134137,   26.85,       27.07,      990.5580935128651,    990.9879648973432
20220906_134139,   26.85,       27.07,      990.5981633303481,    991.0310130170907
20220906_134140,   26.84,       27.06,      990.5025451376247,    990.971266815829
20220906_134142,   26.84,       27.06,      990.5329728487638,    990.9751957657681
20220906_134144,   26.84,       27.06,      990.529257889009,    990.9403335126237
20220906_134145,   26.84,       27.06,      990.5559706649802,    990.9533730477029
20220906_134147,   26.84,       27.06,      990.5693270621861,    991.0012747704209
20220906_134148,   26.81,       27.05,      990.5203682486577,    991.0061286691431
20220906_134150,   26.82,       27.05,      990.5551295102896,    990.9676080914174
20220906_134152,   26.82,       27.04,      990.5762255014206,    990.9851736282263
20220906_134153,   26.82,       27.05,      990.5511047971354,    991.0409902631625
20220906_134155,   26.81,       27.04,      990.5433649798268,    991.0155085232547
20220906_134157,   26.81,       27.05,      990.4952483152326,    990.9845763595924
20220906_134158,   26.81,       27.04,      990.4057823674177,    990.8678215205489
20220906_134200,   26.8,       27.05,      990.4260377359627,    990.9024119434731
20220906_134202,   26.8,       27.03,      990.4381106217727,    990.8944978018485
20220906_134203,   26.79,       27.04,      990.404943328163,    990.9026826861935
20220906_134205,   26.79,       27.03,      990.494406692363,    990.9988096582222
20220906_134207,   26.79,       27.03,      990.5558779409131,    991.0163743655678
20220906_134208,   26.8,       27.03,      990.8214019060582,    991.2292551922707
20220906_134210,   26.79,       27.03,      990.7444442616537,    991.2987083336433
20220906_134212,   26.79,       27.03,      990.8229896425822,    991.3032318181281
20220906_134213,   26.79,       27.03,      990.8015823007881,    991.2292551922707
20220906_134215,   26.79,       27.02,      990.8112216247795,    991.2689658506533
20220906_134217,   26.79,       27.02,      990.8112216247795,    991.2343728380107
20220906_134218,   26.78,       27.02,      990.8071957349032,    991.2298491007591
20220906_134220,   26.79,       27.02,      990.6279609052409,    991.0691257301978
20220906_134222,   26.78,       27.02,      990.4733118117588,    990.9560333276489
20220906_134223,   26.78,       27.02,      990.6351649212701,    991.1734361920037
20220906_134225,   26.78,       27.02,      990.6429057390294,    991.1385768893601
20220906_134227,   26.77,       27.01,      990.841106464994,    991.3174562764594
20220906_134228,   26.77,       27.01,      990.7168843686671,    991.1740304273486
20220906_134230,   26.76,       27.01,      990.7718920167185,    991.2219276385781
20220906_134232,   26.77,       27.01,      990.7395688638667,    991.2046314897957
20220906_134233,   26.77,       27.01,      990.7743305644814,    991.2567859062433
20220906_134235,   26.76,       27.0,      990.7318271701002,    991.166109670662
20220906_134237,   26.75,       27.0,      990.7120085281931,    991.1836715986121
20220906_134238,   26.76,       27.01,      990.7756081773554,    991.2567859062433
20220906_134240,   26.74,       27.0,      990.5707215321067,    991.1054417227945
20220906_134242,   26.75,       27.0,      990.8054913870983,    991.3140551935536
20220906_134243,   26.75,       26.99,      990.818846105808,    991.2706822251779
20220906_134245,   26.74,       26.99,      990.7443306405636,    991.2537136628702
20220906_134247,   26.74,       26.99,      990.6508486838877,    991.1321122523451
20220906_134248,   26.74,       26.98,      990.6163986350149,    991.0975216230851
20220906_134250,   26.74,       26.98,      990.606759825683,    991.1111534386686
20220906_134252,   26.74,       26.98,      990.8204321491385,    991.2891624463782
20220906_134253,   26.73,       26.98,      990.7475038422858,    991.2718664810102
20220906_134255,   26.73,       26.98,      990.6844484543855,    991.206676462643
20220906_134257,   26.73,       26.98,      990.7686003105415,    991.2936845395087
20220906_134258,   26.73,       26.97,      990.743477969407,    991.2069414662911
20220906_134300,   26.73,       26.98,      990.7245113858777,    991.2284947288575
20220906_134302,   26.72,       26.98,      990.7795146501309,    991.2718664810102
20220906_134303,   26.72,       26.96,      990.6422572087332,    991.1293077317142
20220906_134305,   26.72,       26.97,      990.6059106748102,    991.1205273981532
20220906_134307,   26.72,       26.96,      990.6726813116562,    991.1641631893899
20220906_134308,   26.72,       26.97,      990.6155490602755,    991.1466028049881
20220906_134310,   26.72,       26.96,      990.5941443725861,    991.1641631893899
20220906_134312,   26.72,       26.96,      990.6382317318786,    991.1641631893899
20220906_134313,   26.71,       26.96,      990.5730495642514,    991.0907881866355
20220906_134315,   26.71,       26.95,      990.5957319161124,    991.1256432706961
20220906_134317,   26.71,       26.95,      990.618414081182,    991.039232039597
20220906_134318,   26.71,       26.95,      990.6531727328925,    991.1213858876114
20220906_134320,   26.7,       26.95,      990.4597581808023,    990.9388629478797
20220906_134322,   26.71,       26.95,      990.4488404762335,    990.9479710163322
20220906_134323,   26.7,       26.95,      990.4330511271495,    990.9437143400668
20220906_134325,   26.7,       26.95,      990.4827499303091,    990.9870828483075
20220906_134327,   26.7,       26.94,      990.5265259224575,    991.0003866272199
20220906_134329,   26.7,       26.94,      990.4159825311522,    990.9264205122364
20220906_134330,   26.69,       26.94,      990.4212865700574,    990.9139781409904
20220906_134332,   26.69,       26.94,      990.434639935266,    990.9524948362955
20220906_134334,   26.69,       26.94,      990.4442780931203,    990.8879041516946
20220906_134335,   26.69,       26.93,      990.5070197112664,    991.0661653437121
20220906_134337,   26.68,       26.93,      990.5259855930267,    990.9836864460912
20220906_134339,   26.68,       26.93,      990.4912290650883,    991.0928318027788
20220906_134340,   26.68,       26.93,      990.649880720708,    991.1580162730768
20220906_134342,   26.68,       26.93,      990.7396377205458,    991.231389156581
20220906_134344,   26.68,       26.93,      990.735611680139,    991.231389156581
20220906_134345,   26.67,       26.92,      990.6931112000645,    991.1625378428535
20220906_134347,   26.67,       26.93,      990.7008533395982,    991.2053150875029
20220906_134349,   26.67,       26.93,      990.6340877558306,    991.1228355446426
20220906_134351,   26.67,       26.92,      990.5862871742181,    991.123427445074
20220906_134352,   26.67,       26.91,      990.7558502403074,    991.2283124171217
20220906_134354,   26.68,       26.93,      990.8250581863308,    991.2883856528708
20220906_134356,   26.66,       26.92,      990.6987220077971,    991.2319798897057
20220906_134357,   26.67,       26.92,      990.7409127635832,    991.1886114706525
20220906_134359,   26.67,       26.92,      990.7331703111264,    991.2495376102213
20220906_134401,   26.67,       26.92,      990.7198172679622,    991.2495376102213
20220906_134402,   26.67,       26.92,      990.7505494873691,    991.2325703817706
20220906_134404,   26.67,       26.91,      990.7732294774806,    991.2719428812762
20220906_134406,   26.67,       26.91,      990.7692032476622,    991.2501277402288
20220906_134408,   26.66,       26.9,      990.7173757722936,    991.2246446486067
20220906_134409,   26.66,       26.91,      990.7254278793666,    991.254385803848
20220906_134411,   26.66,       26.91,      990.6736011002369,    991.1764290115572
20220906_134413,   26.66,       26.91,      990.6813431876121,    991.1503560029228
20220906_134414,   26.66,       26.91,      990.6679903214258,    991.1415771298781
20220906_134416,   26.66,       26.91,      990.7307286088139,    991.2458696841514
20220906_134418,   26.66,       26.91,      990.7387808243667,    991.1415771298781
20220906_134419,   26.66,       26.91,      990.6468955826219,    991.1112465338882
20220906_134421,   26.65,       26.91,      990.6562225153434,    991.1676502333125
20220906_134423,   26.65,       26.9,      990.5587282961384,    991.0639499152679
20220906_134425,   26.65,       26.9,      990.555012512423,    991.0030252593242
20220906_134426,   26.65,       26.91,      990.7590180971388,    991.2025020436139
20220906_134428,   26.65,       26.9,      990.7189600263598,    991.1900559504631
20220906_134430,   26.65,       26.9,      990.7779805244678,    991.2552378547236
20220906_134431,   26.65,       26.91,      990.7630443484729,    991.2546481779947
20220906_134433,   26.65,       26.89,      990.7419489160794,    991.2646053291068
20220906_134435,   26.65,       26.9,      990.7285962758874,    991.2249070565091
20220906_134436,   26.65,       26.89,      990.7285962758874,    991.2209765841794
20220906_134438,   26.65,       26.89,      990.7512753218472,    991.2124605828496
20220906_134440,   26.64,       26.9,      990.7472490868786,    991.2118707289126
20220906_134442,   26.65,       26.89,      990.8087122091886,    991.3037139502802
20220906_134443,   26.64,       26.89,      990.7071914917406,    991.1863882448528
20220906_134445,   26.64,       26.88,      990.7432228575095,    991.2130501957633
20220906_134447,   26.64,       26.89,      990.6727442367488,    991.2342748484078
20220906_134448,   26.64,       26.88,      990.7354801244614,    991.1739421469947
20220906_134450,   26.64,       26.88,      990.7128014821076,    991.2045341622099
20220906_134452,   26.64,       26.87,      990.7354801244614,    991.2263478990072
20220906_134454,   26.64,       26.88,      990.7128014821076,    991.234864130491
20220906_134455,   26.64,       26.88,      990.7128014821076,    991.2175700836656
20220906_134457,   26.63,       26.87,      990.691396954682,    991.2311950208497
20220906_134459,   26.62,       26.88,      990.6985902809689,    991.2436419441418
20220906_134500,   26.63,       26.87,      990.7370634368006,    991.2484890081683
20220906_134502,   26.63,       26.87,      990.7544419805578,    991.2133120249521
20220906_134504,   26.63,       26.87,      990.6662763840297,    991.1747940158502
20220906_134505,   26.63,       26.87,      990.7196850132663,    991.2572665934067
20220906_134507,   26.63,       26.86,      990.6302457935553,    991.1444648039749
20220906_134509,   26.63,       26.87,      990.742672780383,    991.183309883686
20220906_134510,   26.63,       26.86,      990.7730937407875,    991.1841609026004
20220906_134512,   26.63,       26.86,      990.7730937407875,    991.2226787420656
20220906_134513,   26.62,       26.87,      990.7653506534801,    991.2139011534433
20220906_134515,   26.62,       26.87,      990.7041996938217,    991.2051234717125
20220906_134517,   26.62,       26.87,      990.6585341311744,    991.2139011534433
20220906_134518,   26.63,       26.87,      990.7159685290422,    991.2269368776842
20220906_134520,   26.62,       26.86,      990.7613242562677,    991.2057125402129
20220906_134521,   26.62,       26.86,      990.7212681770511,    991.1835717466736
20220906_134523,   26.62,       26.86,      990.7442556044091,    991.1884189096468
20220906_134525,   26.62,       26.86,      990.7920548454836,    991.2317837897214
20220906_134526,   26.62,       26.86,      990.7252944115452,    991.235714418906
20220906_134528,   26.62,       26.86,      990.6184780366644,    991.1835717466736
20220906_134529,   26.61,       26.86,      990.6253622876457,    991.1841609026004
20220906_134531,   26.61,       26.85,      990.6884047533671,    991.1759724487268
20220906_134533,   26.61,       26.85,      990.6884047533671,    991.1929383593093
20220906_134534,   26.61,       26.85,      990.6710269149797,    991.2108205426894
20220906_134536,   26.61,       26.85,      990.6843786058672,    991.1799029031025
20220906_134537,   26.61,       26.86,      990.7054730035222,    991.1623478017771
20220906_134539,   26.61,       26.85,      990.7151082620469,    991.2108205426894
20220906_134541,   26.61,       26.86,      990.7017565046357,    991.249338508457
20220906_134542,   26.6,       26.85,      990.6766360302718,    991.1977851771866
20220906_134544,   26.6,       26.85,      990.6899876229959,    991.2238559140466
20220906_134545,   26.61,       26.84,      990.6843786058672,    991.1631985164278
20220906_134547,   26.61,       26.85,      990.7017565046357,    991.2450802426836
20220906_134549,   26.6,       26.84,      990.7393676530005,    991.2283748113923
20220906_134550,   26.6,       26.84,      990.72040741077,    991.1941155861999
20220906_134552,   26.6,       26.85,      990.7871657782815,    991.1847498175385
20220906_134553,   26.6,       26.83,      990.7219897474765,    991.1986344345152
20220906_134555,   26.59,       26.84,      990.6608412403268,    991.1501632749985
20220906_134557,   26.59,       26.84,      990.7049216760272,    991.176822375295
20220906_134558,   26.59,       26.83,      990.7182731286332,    991.1422363132274
