Datum/Zeit,         Temp1,          Temp2,          Druck1,         Druck2
20220906_141158,   25.73,       25.95,      990.6643698041843,    991.2196743695881
20220906_141200,   25.73,       25.95,      990.633982708924,    991.0850086647846
20220906_141201,   25.73,       25.95,      990.6525905948679,    991.1718674247625
20220906_141203,   25.73,       25.94,      990.6299530876556,    991.1893785995173
20220906_141205,   25.73,       25.95,      990.6966212116716,    991.1545888805248
20220906_141207,   25.74,       25.96,      990.6817333281917,    991.2103586460084
20220906_141209,   25.73,       25.94,      990.6377023643895,    991.1633445162134
20220906_141210,   25.72,       25.94,      990.6622043752068,    991.198461862715
20220906_141212,   25.73,       25.94,      990.6832875746169,    991.1633445162134
20220906_141214,   25.73,       25.95,      990.6739837276374,    991.1545888805248
20220906_141216,   25.73,       25.95,      990.6873174127935,    991.2109188779253
20220906_141218,   25.73,       25.95,      990.7006511040755,    991.1891460889748
20220906_141219,   25.73,       25.95,      990.7059249139269,    991.2499703836322
20220906_141221,   25.73,       25.94,      990.6777035332702,    991.1503274833185
20220906_141223,   25.73,       25.94,      990.7366221595905,    991.1724278660267
20220906_141225,   25.73,       25.95,      990.7443722705888,    991.1848845699784
20220906_141227,   25.73,       25.94,      990.6606500486072,    991.1854448614519
20220906_141228,   25.73,       25.94,      990.7310385108735,    991.1854448614519
20220906_141230,   25.73,       25.94,      990.7232885041585,    991.1378711353718
20220906_141232,   25.73,       25.94,      990.7366221595905,    991.198461862715
20220906_141234,   25.73,       25.94,      990.717704757284,    991.198461862715
20220906_141236,   25.74,       25.94,      990.6724292912775,    991.215412706174
20220906_141237,   25.74,       25.95,      990.695067117631,    991.1718674247625
20220906_141239,   25.74,       25.95,      990.655065767691,    991.2196743695881
20220906_141241,   25.74,       25.94,      990.659095459863,    991.215412706174
20220906_141243,   25.74,       25.95,      990.712430822277,    991.1936401564483
20220906_141245,   25.74,       25.94,      990.6724292912775,    991.1633445162134
20220906_141246,   25.74,       25.95,      990.7217347148871,    991.2412149411883
20220906_141248,   25.74,       25.95,      990.6894829498445,    991.2191143183333
20220906_141250,   25.74,       25.96,      990.7161507434155,    991.1582894543027
20220906_141252,   25.74,       25.94,      990.676149062248,    991.1242934350433
20220906_141254,   25.74,       25.96,      990.6724292912775,    991.1062203560105
20220906_141255,   25.74,       25.96,      990.695067117631,    991.2449166867285
20220906_141257,   25.74,       25.95,      990.676149062248,    991.1540280803139
20220906_141259,   25.74,       25.95,      990.659095459863,    991.1761288905171
20220906_141301,   25.74,       25.95,      990.6857631288182,    991.1979017210327
20220906_141303,   25.74,       25.95,      990.702816843567,    991.1676059666612
20220906_141304,   25.74,       25.95,      990.695067117631,    991.2321315834521
20220906_141306,   25.74,       25.95,      990.7217347148871,    991.1328160241434
20220906_141308,   25.73,       25.95,      990.7043710098202,    991.1197989022803
20220906_141310,   25.73,       25.95,      990.6739837276374,    991.1848845699784
20220906_141312,   25.74,       25.95,      990.6857631288182,    991.1588502853846
20220906_141314,   25.74,       25.95,      990.659095459863,    991.1930798056106
20220906_141315,   25.74,       25.95,      990.619094002375,    991.2109188779253
20220906_141317,   25.74,       25.96,      990.6857631288182,    991.2016028806911
20220906_141319,   25.74,       25.94,      990.6817333281917,    991.0722254085503
20220906_141321,   25.74,       25.95,      990.676149062248,    991.0937646760685
20220906_141323,   25.74,       25.94,      990.6457616345745,    991.2023956499266
20220906_141324,   25.74,       25.94,      990.6990969724847,    991.137310456262
20220906_141326,   25.73,       25.95,      990.651036081224,    991.1891460889748
20220906_141328,   25.74,       25.94,      990.6683995448783,    991.0982594101207
20220906_141330,   25.73,       25.94,      990.6832875746169,    991.146393892691
20220906_141332,   25.74,       25.94,      990.6990969724847,    991.1421325102044
20220906_141333,   25.74,       25.94,      990.7217347148871,    991.137310456262
20220906_141335,   25.74,       25.94,      990.659095459863,    991.0900648465546
20220906_141337,   25.73,       25.94,      990.6643698041843,    991.1899386794645
20220906_141339,   25.73,       25.94,      990.7232885041585,    991.1242934350433
20220906_141341,   25.73,       25.94,      990.6910372684823,    991.1942002672625
20220906_141343,   25.73,       25.94,      990.7406522146762,    991.1899386794645
20220906_141344,   25.73,       25.94,      990.6832875746169,    991.2029555800827
20220906_141346,   25.73,       25.94,      990.6566203188846,    991.1378711353718
20220906_141348,   25.73,       25.93,      990.6473163757025,    991.0555089466419
20220906_141350,   25.73,       25.94,      990.6699539436879,    991.0858036846871
20220906_141352,   25.72,       25.94,      990.675537901853,    991.1248542639437
20220906_141353,   25.73,       25.93,      990.7059249139269,    991.1947601380613
20220906_141355,   25.72,       25.93,      990.7022049735223,    991.1075761376585
20220906_141357,   25.73,       25.93,      990.679257742146,    991.0776091641488
20220906_141359,   25.72,       25.93,      990.6581746079366,    991.160203530734
20220906_141401,   25.73,       25.94,      990.6699539436879,    991.2202341808198
20220906_141403,   25.73,       25.94,      990.633982708924,    991.1724278660267
20220906_141404,   25.73,       25.94,      990.7043710098202,    991.1421325102044
20220906_141406,   25.73,       25.94,      990.717704757284,    991.1421325102044
20220906_141408,   25.73,       25.94,      990.7099548548521,    991.1763615549463
20220906_141410,   25.73,       25.93,      990.6659241654442,    991.172660257783
20220906_141412,   25.73,       25.93,      990.717704757284,    991.1296762052865
20220906_141414,   25.73,       25.94,      990.6910372684823,    991.2289893988329
20220906_141415,   25.73,       25.93,      990.6739837276374,    991.1986939466984
20220906_141417,   25.73,       25.94,      990.6832875746169,    991.1724278660267
20220906_141419,   25.73,       25.94,      990.7099548548521,    991.1633445162134
20220906_141421,   25.73,       25.95,      990.6606500486072,    991.2196743695881
20220906_141423,   25.73,       25.95,      990.7006511040755,    991.1067817862554
20220906_141424,   25.74,       25.95,      990.7068467093912,    991.1891460889748
20220906_141426,   25.74,       25.95,      990.6668448839198,    991.1718674247625
20220906_141428,   25.75,       25.95,      990.7108765809194,    991.1891460889748
20220906_141430,   25.74,       25.95,      990.6894829498445,    991.1761288905171
20220906_141432,   25.74,       25.95,      990.7161507434155,    991.1891460889748
20220906_141434,   25.74,       25.95,      990.7068467093912,    991.2281977193775
20220906_141435,   25.75,       25.96,      990.7242105892229,    991.2233759585308
20220906_141437,   25.74,       25.95,      990.676149062248,    991.1197989022803
20220906_141439,   25.75,       25.96,      990.6842085826911,    991.1062203560105
20220906_141441,   25.74,       25.95,      990.6683995448783,    991.2021632932708
20220906_141443,   25.74,       25.95,      990.6801788196176,    991.1891460889748
20220906_141445,   25.74,       25.95,      990.6535109543481,    991.1155376571448
20220906_141446,   25.74,       25.96,      990.6894829498445,    991.1192376218261
20220906_141448,   25.74,       25.95,      990.7428185614904,    991.2066572600992
20220906_141450,   25.74,       25.95,      990.6857631288182,    991.2109188779253
20220906_141452,   25.74,       25.95,      990.6817333281917,    991.1979017210327
20220906_141454,   25.74,       25.94,      990.655065767691,    991.1594108764397
20220906_141456,   25.74,       25.93,      990.695067117631,    991.172660257783
20220906_141457,   25.73,       25.94,      990.633982708924,    991.1724278660267
20220906_141459,   25.73,       25.94,      990.6659241654442,    991.2072172211222
20220906_141501,   25.73,       25.94,      990.6777035332702,    991.211478869816
20220906_141503,   25.73,       25.94,      990.6566203188846,    991.2505299261485
20220906_141505,   25.73,       25.94,      990.6777035332702,    991.2544639099448
20220906_141507,   25.74,       25.94,      990.655065767691,    991.1242934350433
20220906_141508,   25.74,       25.94,      990.6857631288182,    991.2414468361831
20220906_141510,   25.73,       25.94,      990.6873174127935,    991.1942002672625
20220906_141512,   25.73,       25.95,      990.7059249139269,    991.2326914849152
20220906_141514,   25.74,       25.95,      990.695067117631,    991.1936401564483
20220906_141516,   25.73,       25.94,      990.6777035332702,    991.1724278660267
20220906_141518,   25.73,       25.94,      990.7139848014832,    991.2029555800827
20220906_141519,   25.73,       25.94,      990.7043710098202,    991.1724278660267
20220906_141521,   25.73,       25.94,      990.6910372684823,    991.1248542639437
20220906_141523,   25.73,       25.94,      990.7310385108735,    991.1421325102044
20220906_141525,   25.73,       25.93,      990.6832875746169,    991.1856770993218
20220906_141527,   25.73,       25.93,      990.679257742146,    991.164465035258
20220906_141529,   25.72,       25.93,      990.6488708546863,    991.1341701764269
20220906_141530,   25.72,       25.92,      990.6355373402915,    991.1126308413969
20220906_141532,   25.72,       25.92,      990.6674782645653,    991.1477468691008
20220906_141534,   25.72,       25.92,      990.6634484544816,    991.2037468973925
20220906_141536,   25.72,       25.92,      990.7074785558954,    991.1256474033117
20220906_141538,   25.72,       25.91,      990.6634484544816,    991.1089297450046
20220906_141540,   25.71,       25.92,      990.6383358368903,    991.0914195448249
20220906_141541,   25.72,       25.91,      990.6981750435709,    991.1652567812214
20220906_141543,   25.72,       25.92,      990.6448411416432,    991.1044359985156
20220906_141545,   25.72,       25.92,      990.6767818245723,    991.1168921708853
20220906_141547,   25.72,       25.92,      990.6581746079366,    991.1737799355033
20220906_141549,   25.72,       25.93,      990.6674782645653,    991.1211535080299
20220906_141550,   25.72,       25.93,      990.6448411416432,    991.1732202166443
20220906_141552,   25.73,       25.93,      990.6659241654442,    991.160203530734
20220906_141554,   25.72,       25.92,      990.6848415589006,    991.1646971240824
20220906_141556,   25.71,       25.93,      990.6863952810505,    991.160203530734
20220906_141558,   25.72,       25.93,      990.7074785558954,    991.1687265474377
20220906_141600,   25.72,       25.92,      990.6448411416432,    991.1386639710643
20220906_141602,   25.72,       25.93,      990.6767818245723,    991.0906259156765
20220906_141603,   25.72,       25.93,      990.6715080803558,    991.1426929801656
20220906_141605,   25.72,       25.93,      990.6234483809623,    991.1817433398305
20220906_141607,   25.73,       25.93,      990.6659241654442,    991.073348024657
20220906_141609,   25.72,       25.93,      990.6488708546863,    991.1557097608826
20220906_141611,   25.72,       25.94,      990.6674782645653,    991.1333769147801
20220906_141612,   25.72,       25.94,      990.6715080803558,    991.1769217846844
20220906_141614,   25.72,       25.93,      990.6634484544816,    991.1205929500076
20220906_141616,   25.72,       25.94,      990.6674782645653,    991.1769217846844
20220906_141618,   25.72,       25.93,      990.7074785558954,    991.1596434220824
20220906_141620,   25.72,       25.93,      990.6488708546863,    991.1426929801656
20220906_141622,   25.73,       25.93,      990.6966212116716,    991.1296762052865
20220906_141624,   25.73,       25.93,      990.6966212116716,    991.1426929801656
20220906_141625,   25.73,       25.94,      990.6777035332702,    991.1769217846844
20220906_141627,   25.73,       25.94,      990.7139848014832,    991.1421325102044
20220906_141629,   25.73,       25.94,      990.7006511040755,    991.1242934350433
20220906_141631,   25.74,       25.94,      990.695067117631,    991.1594108764397
20220906_141633,   25.73,       25.94,      990.7099548548521,    991.1421325102044
20220906_141635,   25.73,       25.94,      990.717704757284,    991.1242934350433
20220906_141636,   25.73,       25.94,      990.6566203188846,    991.0982594101207
20220906_141638,   25.74,       25.94,      990.6683995448783,    991.1378711353718
20220906_141640,   25.73,       25.93,      990.6606500486072,    991.1596434220824
20220906_141642,   25.74,       25.94,      990.695067117631,    991.1378711353718
20220906_141644,   25.73,       25.95,      990.6910372684823,    991.2196743695881
20220906_141646,   25.73,       25.94,      990.7139848014832,    991.146393892691
20220906_141647,   25.73,       25.95,      990.7139848014832,    991.2326914849152
20220906_141649,   25.73,       25.94,      990.6910372684823,    991.2029555800827
20220906_141651,   25.73,       25.94,      990.7043710098202,    991.1681663770573
20220906_141653,   25.74,       25.94,      990.6683995448783,    991.198461862715
20220906_141655,   25.73,       25.94,      990.6643698041843,    991.2284297682594
20220906_141657,   25.73,       25.94,      990.6873174127935,    991.2505299261485
20220906_141658,   25.74,       25.94,      990.7335146236692,    991.2375129015329
20220906_141700,   25.74,       25.94,      990.7257646781956,    991.2332511463558
20220906_141702,   25.74,       25.94,      990.735068522704,    991.2023956499266
20220906_141704,   25.74,       25.94,      990.708400913196,    991.211478869816
20220906_141706,   25.74,       25.94,      990.708400913196,    991.181183319241
20220906_141708,   25.73,       25.94,      990.7043710098202,    991.2159724865389
20220906_141710,   25.73,       25.94,      990.7273185050169,    991.211478869816
20220906_141711,   25.72,       25.94,      990.6888714346247,    991.150888012638
20220906_141713,   25.74,       25.93,      990.676149062248,    991.20777694213
20220906_141715,   25.73,       25.93,      990.7006511040755,    991.2207937520366
20220906_141717,   25.73,       25.93,      990.7406522146762,    991.1817433398305
20220906_141719,   25.72,       25.94,      990.6674782645653,    991.10308175371
20220906_141721,   25.72,       25.93,      990.6448411416432,    991.1687265474377
20220906_141722,   25.73,       25.93,      990.6739837276374,    991.1166594362453
20220906_141724,   25.73,       25.94,      990.651036081224,    991.1160986667034
20220906_141726,   25.73,       25.94,      990.6777035332702,    991.1639048957421
20220906_141728,   25.72,       25.94,      990.6355373402915,    991.181183319241
20220906_141730,   25.73,       25.93,      990.6699539436879,    991.172660257783
20220906_141732,   25.73,       25.94,      990.6966212116716,    991.1899386794645
20220906_141733,   25.73,       25.94,      990.7139848014832,    991.2029555800827
20220906_141735,   25.73,       25.94,      990.6777035332702,    991.2029555800827
20220906_141737,   25.72,       25.93,      990.675537901853,    991.211710799913
20220906_141739,   25.73,       25.94,      990.7673196523724,    991.181183319241
20220906_141741,   25.73,       25.94,      990.7232885041585,    991.2462681177295
20220906_141743,   25.73,       25.93,      990.7099548548521,    991.1986939466984
20220906_141744,   25.73,       25.93,      990.6925913249736,    991.2207937520366
20220906_141746,   25.73,       25.94,      990.7059249139269,    991.1899386794645
20220906_141748,   25.73,       25.94,      990.7006511040755,    991.2072172211222
20220906_141750,   25.72,       25.94,      990.738175534336,    991.2202341808198
20220906_141752,   25.73,       25.94,      990.7059249139269,    991.1248542639437
20220906_141754,   25.72,       25.92,      990.6355373402915,    991.1429254070347
20220906_141755,   25.73,       25.93,      990.6659241654442,    991.1732202166443
20220906_141757,   25.72,       25.93,      990.6622043752068,    991.190498519399
20220906_141759,   25.73,       25.93,      990.679257742146,    991.1947601380613
20220906_141801,   25.73,       25.93,      990.6925913249736,    991.1384315744684
20220906_141803,   25.73,       25.93,      990.6659241654442,    991.1471868506616
20220906_141805,   25.73,       25.94,      990.6832875746169,    991.1899386794645
20220906_141807,   25.73,       25.94,      990.6606500486072,    991.1160986667034
20220906_141809,   25.74,       25.94,      990.735068522704,    991.1681663770573
20220906_141810,   25.73,       25.94,      990.7443722705888,    991.2420063169651
20220906_141812,   25.73,       25.94,      990.7366221595905,    991.211478869816
20220906_141814,   25.73,       25.94,      990.7443722705888,    991.2244958827555
20220906_141816,   25.74,       25.95,      990.735068522704,    991.2587257330841
20220906_141818,   25.74,       25.95,      990.7657662827064,    991.2457086060806
20220906_141820,   25.73,       25.94,      990.7059249139269,    991.2375129015329
20220906_141822,   25.73,       25.95,      990.7006511040755,    991.2281977193775
20220906_141823,   25.74,       25.95,      990.6857631288182,    991.1631116978976
20220906_141825,   25.74,       25.94,      990.6324278154117,    991.1112764196629
20220906_141827,   25.74,       25.95,      990.7201806634673,    991.145833151845
20220906_141829,   25.73,       25.94,      990.633982708924,    991.1893785995173
20220906_141831,   25.74,       25.95,      990.6990969724847,    991.2066572600992
20220906_141833,   25.73,       25.95,      990.6966212116716,    991.1806230586357
20220906_141835,   25.73,       25.95,      990.6832875746169,    991.2066572600992
20220906_141836,   25.73,       25.95,      990.6643698041843,    991.145833151845
20220906_141838,   25.74,       25.95,      990.7294846493901,    991.215180503405
20220906_141840,   25.74,       25.95,      990.6990969724847,    991.223936040656
20220906_141842,   25.73,       25.95,      990.651036081224,    991.2369532092249
20220906_141844,   25.73,       25.95,      990.651036081224,    991.2369532092249
20220906_141846,   25.74,       25.95,      990.6857631288182,    991.2281977193775
20220906_141848,   25.73,       25.95,      990.6777035332702,    991.1936401564483
20220906_141849,   25.73,       25.95,      990.6873174127935,    991.2326914849152
20220906_141851,   25.73,       25.95,      990.6473163757025,    991.223936040656
20220906_141853,   25.73,       25.95,      990.7443722705888,    991.223936040656
20220906_141855,   25.73,       25.94,      990.6777035332702,    991.198461862715
20220906_141857,   25.74,       25.95,      990.7257646781956,    991.1806230586357
20220906_141859,   25.73,       25.94,      990.6966212116716,    991.1763615549463
20220906_141901,   25.73,       25.94,      990.7310385108735,    991.2284297682594
20220906_141902,   25.73,       25.94,      990.6873174127935,    991.2544639099448
20220906_141904,   25.72,       25.94,      990.7155385185455,    991.2284297682594
20220906_141906,   25.73,       25.95,      990.7192585090061,    991.2499703836322
20220906_141908,   25.73,       25.94,      990.6925913249736,    991.2289893988329
20220906_141910,   25.73,       25.94,      990.7725929505795,    991.1942002672625
20220906_141912,   25.73,       25.95,      990.7059249139269,    991.2847600046057
20220906_141914,   25.73,       25.95,      990.717704757284,    991.2412149411883
20220906_141916,   25.73,       25.94,      990.7499558211483,    991.2935151662585
20220906_141917,   25.73,       25.94,      990.7139848014832,    991.1291155855347
20220906_141919,   25.73,       25.93,      990.6832875746169,    991.1687265474377
20220906_141921,   25.73,       25.94,      990.7499558211483,    991.2804980749825
20220906_141923,   25.74,       25.94,      990.73909854024,    991.2202341808198
20220906_141925,   25.73,       25.94,      990.7232885041585,    991.2029555800827
20220906_141927,   25.73,       25.94,      990.7499558211483,    991.3065322633728
20220906_141929,   25.73,       25.94,      990.7310385108735,    991.2505299261485
20220906_141930,   25.73,       25.94,      990.6966212116716,    991.1594108764397
20220906_141932,   25.72,       25.94,      990.6581746079366,    991.1769217846844
20220906_141934,   25.73,       25.94,      990.6925913249736,    991.2159724865389
20220906_141936,   25.72,       25.93,      990.7022049735223,    991.211710799913
20220906_141938,   25.73,       25.94,      990.6566203188846,    991.2072172211222
20220906_141940,   25.73,       25.93,      990.7139848014832,    991.2207937520366
20220906_141942,   25.73,       25.93,      990.7232885041585,    991.2425655577352
20220906_141943,   25.72,       25.93,      990.711508534367,    991.2295487893945
20220906_141945,   25.72,       25.93,      990.7248420312887,    991.2425655577352
20220906_141947,   25.72,       25.92,      990.7608123634271,    991.208008599569
20220906_141949,   25.72,       25.93,      990.6981750435709,    991.20777694213
20220906_141951,   25.72,       25.93,      990.7555391903692,    991.2207937520366
20220906_141953,   25.72,       25.93,      990.7608123634271,    991.1732202166443
20220906_141955,   25.72,       25.93,      990.7248420312887,    991.1992536059784
20220906_141957,   25.72,       25.93,      990.7341454474101,    991.277353914088
20220906_141958,   25.71,       25.94,      990.6997286133369,    991.2289893988329
20220906_142000,   25.71,       25.93,      990.7583349065104,    991.2425655577352
20220906_142002,   25.71,       25.93,      990.6690321015551,    991.2207937520366
20220906_142004,   25.71,       25.92,      990.7050019254254,    991.181975305042
20220906_142006,   25.71,       25.92,      990.678335471635,    991.2861086232565
20220906_142008,   25.71,       25.92,      990.6556988357468,    991.2297801087878
20220906_142010,   25.72,       25.92,      990.6941451193264,    991.1998130252562
20220906_142011,   25.71,       25.93,      990.678335471635,    991.20777694213
20220906_142013,   25.71,       25.93,      990.6597286348546,    991.2035152702261
20220906_142015,   25.71,       25.93,      990.6730619548898,    991.2252870186636
20220906_142017,   25.71,       25.93,      990.6997286133369,    991.2513204547
20220906_142019,   25.72,       25.93,      990.7434487669098,    991.2252870186636
20220906_142021,   25.71,       25.92,      990.7050019254254,    991.2037468973925
20220906_142023,   25.71,       25.92,      990.6916686954677,    991.2688299696638
20220906_142025,   25.71,       25.91,      990.6956986515484,    991.2521100137959
20220906_142026,   25.7,       25.91,      990.6972519216471,    991.1782732166969
20220906_142028,   25.7,       25.91,      990.6439194556976,    991.2303390169744
20220906_142030,   25.7,       25.92,      990.657252562997,    991.2606338981396
20220906_142032,   25.7,       25.91,      990.657252562997,    991.2130607795297
20220906_142034,   25.71,       25.91,      990.6916686954677,    991.248175923661
20220906_142036,   25.71,       25.91,      990.7146151070048,    991.2178813761377
20220906_142038,   25.7,       25.91,      990.7239181913739,    991.282962979688
20220906_142040,   25.7,       25.9,      990.6851619579113,    991.2266358224571
20220906_142041,   25.7,       25.9,      990.6318301426819,    991.170309192212
20220906_142043,   25.69,       25.9,      990.6677990726498,    991.1663753755398
20220906_142045,   25.7,       25.9,      990.6628359023207,    991.1615546018606
20220906_142047,   25.7,       25.9,      990.6895019389814,    991.2141781138182
20220906_142049,   25.7,       25.9,      990.6628359023207,    991.1881459193224
20220906_142051,   25.69,       25.9,      990.6774120081849,    991.2353901757905
20220906_142053,   25.71,       25.91,      990.7183351615085,    991.1961104862306
20220906_142055,   25.71,       25.91,      990.7146151070048,    991.1870279858731
20220906_142056,   25.7,       25.9,      990.6839187959719,    991.170309192212
20220906_142058,   25.7,       25.91,      990.6972519216471,    991.2260771851141
20220906_142100,   25.71,       25.92,      990.7279482991577,    991.2779124346195
20220906_142102,   25.71,       25.92,      990.6516690423466,    991.2128295788892
20220906_142104,   25.71,       25.91,      990.6423655760638,    991.1782732166969
20220906_142106,   25.71,       25.92,      990.6612823996466,    991.177713709348
20220906_142108,   25.71,       25.92,      990.6597286348546,    991.168958666535
20220906_142110,   25.71,       25.92,      990.682365373489,    991.1607633993831
20220906_142111,   25.72,       25.92,      990.6101150353735,    991.13046892341
20220906_142113,   25.71,       25.92,      990.6916686954677,    991.10869731328
20220906_142115,   25.71,       25.92,      990.741281497436,    991.2215843444258
20220906_142117,   25.71,       25.92,      990.6597286348546,    991.10869731328
20220906_142119,   25.72,       25.92,      990.6674782645653,    991.1737799355033
20220906_142121,   25.71,       25.92,      990.6746155672981,    991.177713709348
20220906_142123,   25.71,       25.93,      990.6156990750741,    991.20777694213
20220906_142124,   25.71,       25.92,      990.6730619548898,    991.2037468973925
20220906_142126,   25.71,       25.92,      990.6997286133369,    991.155942033866
20220906_142128,   25.72,       25.93,      990.6634484544816,    991.2122703094021
20220906_142130,   25.71,       25.93,      990.6597286348546,    991.1687265474377
20220906_142132,   25.72,       25.93,      990.6674782645653,    991.2122703094021
20220906_142133,   25.72,       25.93,      990.6901152007889,    991.1986939466984
20220906_142135,   25.73,       25.94,      990.7059249139269,    991.1893785995173
20220906_142137,   25.73,       25.94,      990.6392570304175,    991.1551494407119
20220906_142139,   25.72,       25.94,      990.6541448463731,    991.2544639099448
20220906_142141,   25.72,       25.94,      990.6634484544816,    991.1854448614519
20220906_142142,   25.73,       25.94,      990.6525905948679,    991.0988205386013
20220906_142144,   25.72,       25.93,      990.6541448463731,    991.1036426730419
20220906_142146,   25.72,       25.93,      990.6767818245723,    991.1687265474377
20220906_142148,   25.72,       25.94,      990.6634484544816,    991.2159724865389
20220906_142150,   25.73,       25.93,      990.7059249139269,    991.2252870186636
20220906_142151,   25.72,       25.94,      990.6501150905162,    991.1899386794645
20220906_142153,   25.71,       25.93,      990.6597286348546,    991.1947601380613
20220906_142155,   25.72,       25.93,      990.6674782645653,    991.1947601380613
20220906_142157,   25.72,       25.94,      990.7474789023559,    991.1769217846844
20220906_142159,   25.71,       25.93,      990.6690321015551,    991.160203530734
20220906_142200,   25.71,       25.93,      990.6330620131605,    991.190498519399
20220906_142202,   25.71,       25.93,      990.7663953666504,    991.164465035258
20220906_142204,   25.71,       25.93,      990.7130619517485,    991.2165320268914
20220906_142206,   25.72,       25.93,      990.6901152007889,    991.1992536059784
20220906_142208,   25.71,       25.92,      990.6956986515484,    991.208008599569
20220906_142209,   25.71,       25.92,      990.6556988357468,    991.177713709348
20220906_142211,   25.71,       25.92,      990.6916686954677,    991.1695183545338
20220906_142213,   25.71,       25.93,      990.6956986515484,    991.1862369083923
20220906_142215,   25.71,       25.93,      990.678335471635,    991.2425655577352
20220906_142217,   25.71,       25.92,      990.709031935733,    991.181975305042
20220906_142218,   25.7,       25.93,      990.6839187959719,    991.2295487893945
20220906_142220,   25.71,       25.93,      990.6556988357468,    991.2377445238562
20220906_142222,   25.71,       25.93,      990.6956986515484,    991.2035152702261
20220906_142224,   25.72,       25.93,      990.6901152007889,    991.1596434220824
20220906_142226,   25.72,       25.93,      990.6941451193264,    991.190498519399
20220906_142228,   25.72,       25.93,      990.6501150905162,    991.20777694213
20220906_142229,   25.71,       25.93,      990.678335471635,    991.2207937520366
20220906_142231,   25.72,       25.93,      990.6367817326765,    991.2377445238562
20220906_142233,   25.72,       25.94,      990.6808116888831,    991.211478869816
20220906_142235,   25.72,       25.94,      990.6101150353735,    991.1594108764397
20220906_142237,   25.72,       25.94,      990.6767818245723,    991.2029555800827
20220906_142238,   25.71,       25.94,      990.6997286133369,    991.1942002672625
20220906_142240,   25.72,       25.94,      990.7034485831308,    991.1769217846844
20220906_142242,   25.72,       25.94,      990.7434487669098,    991.2375129015329
20220906_142244,   25.73,       25.94,      990.7059249139269,    991.2072172211222
20220906_142246,   25.72,       25.93,      990.7155385185455,    991.2207937520366
20220906_142247,   25.72,       25.94,      990.6941451193264,    991.2289893988329
20220906_142249,   25.72,       25.94,      990.6808116888831,    991.2375129015329
20220906_142251,   25.73,       25.94,      990.7325921102108,    991.2420063169651
20220906_142253,   25.72,       25.93,      990.738175534336,    991.233810567781
20220906_142255,   25.72,       25.93,      990.738175534336,    991.2377445238562
20220906_142256,   25.72,       25.93,      990.6715080803558,    991.2165320268914
20220906_142258,   25.71,       25.94,      990.682365373489,    991.1942002672625
20220906_142300,   25.71,       25.93,      990.6730619548898,    991.211710799913
20220906_142302,   25.71,       25.93,      990.6597286348546,    991.2207937520366
20220906_142304,   25.72,       25.93,      990.6541448463731,    991.172660257783
20220906_142305,   25.72,       25.93,      990.6674782645653,    991.1687265474377
20220906_142307,   25.72,       25.93,      990.6367817326765,    991.2207937520366
20220906_142309,   25.72,       25.94,      990.6541448463731,    991.1073429764725
20220906_142311,   25.71,       25.94,      990.6023658337675,    991.0900648465546
20220906_142313,   25.72,       25.93,      990.6901152007889,    991.1211535080299
20220906_142314,   25.72,       25.94,      990.6634484544816,    991.1899386794645
20220906_142316,   25.71,       25.93,      990.6330620131605,    991.1596434220824
20220906_142318,   25.72,       25.94,      990.6901152007889,    991.2072172211222
20220906_142320,   25.72,       25.94,      990.6274780283654,    991.1899386794645
20220906_142322,   25.72,       25.94,      990.6901152007889,    991.1942002672625
20220906_142323,   25.72,       25.93,      990.6581746079366,    991.20777694213
20220906_142325,   25.72,       25.94,      990.6408114343063,    991.181183319241
20220906_142327,   25.72,       25.94,      990.6488708546863,    991.198461862715
20220906_142329,   25.72,       25.94,      990.6448411416432,    991.198461862715
20220906_142331,   25.72,       25.94,      990.6674782645653,    991.2023956499266
20220906_142332,   25.72,       25.94,      990.6848415589006,    991.1291155855347
20220906_142334,   25.72,       25.93,      990.7155385185455,    991.1817433398305
20220906_142336,   25.72,       25.93,      990.6448411416432,    991.1947601380613
20220906_142338,   25.72,       25.94,      990.6634484544816,    991.2244958827555
20220906_142340,   25.72,       25.93,      990.6888714346247,    991.1687265474377
20220906_142341,   25.73,       25.94,      990.6925913249736,    991.211478869816
20220906_142343,   25.73,       25.95,      990.6832875746169,    991.2066572600992
20220906_142345,   25.73,       25.94,      990.6832875746169,    991.198461862715
20220906_142347,   25.74,       25.95,      990.6628151807774,    991.2021632932708
20220906_142349,   25.73,       25.95,      990.7006511040755,    991.2281977193775
20220906_142350,   25.73,       25.95,      990.7232885041585,    991.2412149411883
20220906_142352,   25.73,       25.95,      990.6873174127935,    991.2326914849152
20220906_142354,   25.73,       25.95,      990.633982708924,    991.1545888805248
20220906_142356,   25.73,       25.95,      990.6206490482712,    991.2281977193775
20220906_142358,   25.74,       25.95,      990.6857631288182,    991.2326914849152
20220906_142359,   25.73,       25.95,      990.7710398083973,    991.3362699145816
20220906_142401,   25.73,       25.95,      990.7577060364301,    991.293283886814
20220906_142403,   25.74,       25.96,      990.7217347148871,    991.2536723554248
20220906_142405,   25.74,       25.95,      990.6817333281917,    991.1240601550691
20220906_142407,   25.74,       25.95,      990.735068522704,    991.2802666416502
20220906_142408,   25.74,       25.95,      990.6857631288182,    991.2281977193775
20220906_142410,   25.74,       25.95,      990.7217347148871,    991.2321315834521
20220906_142412,   25.73,       25.95,      990.6873174127935,    991.2711834138385
20220906_142414,   25.74,       25.95,      990.735068522704,    991.223936040656
